RANK,NAME,NET WORTH,AGE,STATE,SOURCE,PHILANTHROPY SCORE,INDUSTRY,Self-Made Score,Source of Wealth,Residence,Citizenship,Marital Status,Children,Education,Age,Philanthropy Score,Wealth History,Agent,Agency,Lifetime Giving,Giving as a percentage of net worth
326,J. Joe Ricketts & family,$3.5 B,82,Wyoming,TD Ameritrade,3,FINANCE & INVESTMENTS,9,"Private equity, Self Made","Bethesda, Maryland",United States,Divorced,3,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Chicago",74,4,"$2.9B : March 2015
$2.2B : March 2016
$2.5B : March 2017
$2.8B : March 2018
$2.7B : March 2019
$2.8B : April 2020
$3.7B : April 2021
$4B : April 2022
$3.2B : April 2023
$3.9B : April 2024
",,,,
326,David Rubenstein,$3.5 B,74,Maryland,Private equity,4,FINANCE & INVESTMENTS,9,"Real estate, Self Made","Indianapolis, Indiana",United States,Married,8,"Bachelor of Arts/Science, City College of New York",89,2,"$2.9B : March 2015
$2.8B : March 2016
$2.8B : March 2017
$3B : March 2018
$3.4B : March 2019
$2.5B : April 2020
$3.1B : April 2021
$3.5B : April 2022
$3.4B : April 2023
$4.8B : April 2024
",,,,
326,Herb Simon,$3.5 B,88,Indiana,Real estate,2,REAL ESTATE,1,Medical equipment,"Fort Collins, Colorado",United States,Divorced,3,"Drop Out, University of Northern Colorado",68,3,"$2.2B : March 2015
$2.3B : March 2016
$2.8B : March 2017
$3.3B : March 2018
$2.4B : March 2019
$2B : April 2020
$3B : April 2021
$3.1B : April 2022
$3.2B : April 2023
$3.9B : April 2024
",,,,
326,Pat Stryker,$3.5 B,67,Colorado,Medical equipment,3,HEALTHCARE,8,"Private equity, Self Made","Dallas, Texas",United States,Married,2,"Bachelor of Science, Oklahoma State University; Master of Business Administration, Stanford Business School",75,2,"$1B : April 2020
$1.1B : April 2021
$1.6B : April 2022
$3.3B : April 2023
$3.5B : April 2024
",,,,
326,Carl Thoma,$3.5 B,74,Texas,Private equity,2,FINANCE & INVESTMENTS,9,"Bloomberg LP, Self Made","New York, New York",United States,Married,,"Bachelor of Arts/Science, Long Island University; Master of Science, New York University",76,2,"$1.4B : March 2015
$1.5B : March 2016
$1.9B : March 2017
$2B : March 2018
$2.2B : March 2019
$2.1B : April 2020
$2.6B : April 2021
$3B : April 2022
$3.4B : April 2023
$3.9B : April 2024
",,,,
326,Charles Zegar,$3.5 B,75,New York,Bloomberg LP,2,FINANCE & INVESTMENTS,7,"Defense, Self Made","San Diego, California",United States,Widowed,4,"Bachelor of Arts/Science, Yale University",89,,"$4.1B : April 2020
$3.3B : April 2021
$3B : April 2022
$4.4B : April 2023
$3.4B : April 2024
",,,,
338,Neal Blue & family,$3.4 B,88,California,Defense,None,MANUFACTURING,4,Estée Lauder,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Stanford University",51,,"$1.4B : March 2015
$1.1B : March 2016
$1.6B : March 2017
$2.5B : March 2018
$3.2B : March 2019
$3.3B : April 2020
$6B : April 2021
$5.5B : April 2022
$5B : April 2023
$3.3B : April 2024
",,,,
338,Jane Lauder,$3.4 B,50,New York,Estée Lauder,None,FASHION & RETAIL,10,"Dole, real estate, Self Made","Ventura, California",United States,Widowed,3,"Drop Out, High School",101,,"$3.1B : March 2015
$2.7B : March 2016
$2.7B : March 2017
$2.1B : March 2018
$1.9B : March 2019
$2B : April 2020
$2.1B : April 2021
$2.3B : April 2022
$2.3B : April 2023
$3.4B : April 2024
",,,,
338,David Murdock,$3.4 B,10,,"0CaliforniaDole, real estate",None,FOOD & BEVERAGE,8,"Private equity, Self Made","Providence, Rhode Island",United States,"Widowed, Remarried",3,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Harvard University",68,2,"$2.1B : March 2015
$1.8B : March 2016
$2B : March 2017
$2B : March 2018
$1.8B : March 2019
$1.8B : April 2020
$2B : April 2021
$2.2B : April 2022
$3.1B : April 2023
$3.4B : April 2024
",,,,
338,Jonathan Nelson,$3.4 B,67,Rhode Island,Private equity,2,FINANCE & INVESTMENTS,9,"Aerospace, Self Made","Reno, Nevada",United States,Married,2,"Master of Business Administration, University of Nevada at Reno",65,1,"$1.5B : March 2018
$1.2B : March 2019
$1.4B : April 2020
$1.2B : April 2021
$2.6B : April 2022
$2.5B : April 2023
$3.7B : April 2024
",,,,
338,Eren Ozmen,$3.4 B,65,Nevada,Aerospace,1,MANUFACTURING,5,Drug distribution,"New York, New York",United States,Divorced,2,"Bachelor of Arts/Science, New York University",78,3,"$2B : March 2015
$2B : March 2016
$2.2B : March 2017
$2.2B : March 2018
$2.3B : March 2019
$2.3B : April 2020
$2.3B : April 2021
$2.5B : April 2022
$2.8B : April 2023
$3.4B : April 2024
",,,,
338,Stewart Rahr,$3.4 B,77,New York,Drug distribution,3,HEALTHCARE,8,"Casinos, hotels, Self Made","Palm Beach, Florida",United States,Married,2,"Bachelor of Arts/Science, University of Pennsylvania",82,1,"$3.4B : March 2015
$2.4B : March 2016
$2.5B : March 2017
$3.4B : March 2018
$3B : March 2019
$3.1B : April 2020
$3.2B : April 2021
$3.3B : April 2022
$3.2B : April 2023
$3.4B : April 2024
",,,,
338,Steve Wynn,$3.4 B,81,Florida,"Casinos, hotels",1,GAMBLING & CASINOS,8,"Hedge funds, Self Made","Houston, Texas",United States,Married,2,"Bachelor of Arts/Science, Vanderbilt University",50,5,"$2.6B : March 2015
$2.5B : March 2016
$3B : March 2017
$3.3B : March 2018
$3.3B : March 2019
$3.3B : April 2020
$3.3B : April 2021
$3.3B : April 2022
$3.3B : April 2023
$3.3B : April 2024
",,,,
345,John Arnold,$3.3 B,49,Texas,Hedge funds,5,FINANCE & INVESTMENTS,8,"Private equity, Self Made","McLean, Virginia",United States,Married,1,"Bachelor of Arts/Science, Dartmouth College",74,4,"$2.9B : March 2015
$2.3B : March 2016
$2.5B : March 2017
$2.8B : March 2018
$2.7B : March 2019
$2.7B : April 2020
$3.4B : April 2021
$3.8B : April 2022
$3B : April 2023
$3.8B : April 2024
",,,,
345,Seth Boro,$3.3 B,48,California,Private equity,1,FINANCE & INVESTMENTS,8,"Online retailing, Self Made","Seoul, South Korea",United States,Married,1,"Bachelor of Arts/Science, Harvard University",45,1,"$1B : April 2020
$1B : April 2021
$3.1B : April 2022
$2.3B : April 2023
$3.2B : April 2024
",,,,
345,"William Conway, Jr.",$3.3 B,74,Virginia,Private equity,4,FINANCE & INVESTMENTS,5,Real estate,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, Amherst College; Doctor of Jurisprudence, Columbia University",78,2,"$6.4B : March 2015
$5.9B : March 2016
$6.5B : March 2017
$5.6B : March 2018
$6B : March 2019
$2.8B : April 2020
$3.3B : April 2021
$3.7B : April 2022
$3.7B : April 2023
$3.5B : April 2024
",,,,
345,Scott Crabill,$3.3 B,53,California,Private equity,1,FINANCE & INVESTMENTS,7,"Hedge funds, Self Made","New York, New York",United States,Married,,"Bachelor of Arts/Science, Columbia University",62,2,"$2.5B : March 2015
$2.6B : March 2016
$2.9B : March 2017
$3.2B : March 2018
$2.8B : March 2019
$2.8B : April 2020
$3.5B : April 2021
$4.2B : April 2022
$3.5B : April 2023
$3.3B : April 2024
",,,,
345,Bom Kim,$3.3 B,45,,Online retailing,None,TECHNOLOGY,9,"Aerospace, Self Made","Reno, Nevada",United States,Married,,,66,1,"$1.5B : March 2018
$1.2B : March 2019
$1.4B : April 2020
$1.2B : April 2021
$2.5B : April 2022
$2.4B : April 2023
$3.6B : April 2024
",,,,
345,Richard LeFrak & family,$3.3 B,78,New York,Real estate,2,REAL ESTATE,3,"Hotels, investments","Chicago, Illinois",United States,Married,2,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University",65,3,"$2.5B : March 2015
$2.3B : March 2016
$2.5B : March 2017
$2.8B : March 2018
$2.6B : March 2019
$2.5B : April 2020
$3.1B : April 2021
$3.2B : April 2022
$3.1B : April 2023
$3.7B : April 2024
",,,,
345,Daniel Loeb,$3.3 B,61,New York,Hedge funds,2,FINANCE & INVESTMENTS,10,"Nutrition, wellness products, Self Made","Idaho Falls, Idaho",United States,Married,14,"Bachelor of Arts/Science, Brigham Young University",75,3,"$2.7B : March 2018
$4.2B : March 2019
$3.5B : April 2020
$3.4B : April 2021
$2.9B : April 2022
$3.1B : April 2023
$3.3B : April 2024
",,,,
345,Fatih Ozmen,$3.3 B,65,Nevada,Aerospace,1,MANUFACTURING,5,"Real estate, investments","Beverly Hills, California",United States,Single,,"Bachelor of Arts/Science, New York University",62,2,"$1.5B : March 2015
$1.5B : March 2016
$1.8B : March 2017
$1.8B : March 2018
$1.6B : March 2019
$1.5B : April 2020
$1.7B : April 2021
$2.9B : April 2022
$3B : April 2023
$3.2B : April 2024
",,,,
345,Penny Pritzker,$3.3 B,64,Illinois,"Hotels, investments",3,FINANCE & INVESTMENTS,7,"Oil & gas, Self Made","The Woodlands, Texas",United States,Married,,,86,1,"$2.7B : March 2015
$2.4B : March 2016
$2.5B : March 2017
$2.5B : March 2018
$2.3B : March 2019
$2.4B : April 2020
$2.1B : April 2021
$2.7B : April 2022
$3B : April 2023
$3.2B : April 2024
",,,,
345,Holden Spaht,$3.3 B,49,California,Private equity,1,FINANCE & INVESTMENTS,9,"Art, car dealerships, Self Made","Miami, Florida",United States,Married,2,"Bachelor of Arts/Science, Temple University",91,2,"$1.9B : March 2015
$1.8B : March 2016
$1.7B : March 2017
$2.5B : March 2018
$2.4B : March 2019
$2.4B : April 2020
$2.8B : April 2021
$2.6B : April 2022
$3B : April 2023
$3.5B : April 2024
",,,,
345,Frank VanderSloot,$3.3 B,75,Idaho,"Nutrition, wellness products",3,FASHION & RETAIL,9,"Hair care products, Self Made","Clearwater, Florida",United States,Married,,"Drop Out, High School",61,1,"$2.1B : March 2017
$2.1B : March 2018
$2.2B : March 2019
$2.2B : April 2020
$2.4B : April 2021
$3B : April 2022
$3B : April 2023
$3.2B : April 2024
",,,,
356,Nicolas Berggruen,$3.2 B,62,California,"Real estate, investments",2,REAL ESTATE,8,"Private equity, Self Made","St. John, U.S. Virgin Islands",United States,Married,3,"Bachelor of Science, Cornell University",58,1,"$3B : April 2023
$3.2B : April 2024
",,,,
356,George Bishop,$3.2 B,85,Texas,Oil & gas,1,ENERGY,4,"Johnson & Johnson, New York Jets","Palm Beach, Florida",United States,Married,5,,77,,"$3.4B : April 2023
$3.3B : April 2024
",,,,
356,Norman Braman,$3.2 B,91,Florida,"Art, car dealerships",2,AUTOMOTIVE,8,"Real estate, Self Made","Palo Alto, California",United States,Married,4,"Bachelor of Arts/Science, Brigham Young University",85,2,"$2.3B : March 2015
$2.2B : March 2016
$2.5B : March 2017
$2.5B : March 2018
$2.8B : March 2019
$2.4B : April 2020
$2.7B : April 2021
$2.8B : April 2022
$2.7B : April 2023
$3.1B : April 2024
",,,,
356,Todd Christopher,$3.2 B,60,Florida,Hair care products,1,FASHION & RETAIL,4,Liquor,"Delray Beach, Florida",United States,Married,,"Law Degree, Pace University; Bachelor of Arts/Science, Skidmore College",66,1,"$3B : March 2018
$2.7B : March 2019
$1.8B : April 2020
$2.1B : April 2021
$3.4B : April 2022
$3B : April 2023
$3.2B : April 2024
",,,,
356,Stephen Deckoff,$3.2 B,57,,U.S. Virgin IslandsPrivate equity,1,FINANCE & INVESTMENTS,10,"Starbucks, Self Made","Seattle, Washington",United States,Married,2,"Bachelor of Arts/Science, Northern Michigan University",71,3,"$2.5B : March 2015
$2.9B : March 2016
$3B : March 2017
$2.7B : March 2018
$3.5B : March 2019
$3B : April 2020
$4.9B : April 2021
$4B : April 2022
$3.7B : April 2023
$3.1B : April 2024
",,,,
356,Robert Johnson,$3.2 B,76,Florida,"Johnson & Johnson, New York Jets",None,SPORTS,4,Investment banking,"Little Rock, Arkansas",United States,Married,3,"Master of Business Administration, Wake Forest University School of Business; Bachelor of Arts/Science, Washington & Lee University",67,1,"$2.9B : March 2015
$2.4B : March 2016
$2.5B : March 2017
$2.6B : March 2018
$2.5B : March 2019
$2.3B : April 2020
$2.8B : April 2021
$2.9B : April 2022
$3.2B : April 2023
$3.2B : April 2024
",,,,
356,Richard Peery,$3.2 B,85,California,Real estate,2,REAL ESTATE,8,"WhatsApp, Self Made","Palo Alto, California",United States,Married,1,"Bachelor of Arts/Science, Stanford University",52,4,"$3.4B : March 2015
$4.4B : March 2016
$5.6B : March 2017
$6.6B : March 2018
$3.6B : March 2019
$2.5B : April 2020
$2.6B : April 2021
$2.8B : April 2022
$2.4B : April 2023
$3.1B : April 2024
",,,,
356,Robert Sands,$3.2 B,65,Florida,Liquor,1,FOOD & BEVERAGE,9,"Real estate, investments, Self Made","Newport Beach, California",United States,Married,3,"Bachelor of Arts/Science, Chapman University",87,3,"$2B : March 2015
$1.8B : March 2016
$2.2B : March 2017
$2.4B : March 2018
$2.5B : March 2019
$1.9B : April 2020
$2B : April 2021
$2.4B : April 2022
$2.2B : April 2023
$3.1B : April 2024
",,,,
356,Howard Schultz,$3.2 B,70,Washington,Starbucks,3,FOOD & BEVERAGE,9,"Supermarkets, investments, Self Made","London, United Kingdom",United States,Divorced,3,"Diploma, High School",71,1,"$2.6B : March 2015
$1.5B : March 2016
$1.5B : March 2017
$2B : March 2018
$1.5B : March 2019
$1.4B : April 2020
$1.5B : April 2021
$2.1B : April 2022
$3.2B : April 2023
$3B : April 2024
",,,,
356,Warren Stephens,$3.2 B,66,Arkansas,Investment banking,1,FINANCE & INVESTMENTS,9,"Fast food, Self Made","Las Vegas, Nevada",United States,Married,3,,77,2,"$2.5B : April 2023
$3.1B : April 2024
",,,,
366,Brian Acton,$3.1 B,51,California,WhatsApp,4,TECHNOLOGY,9,"Fast food, Self Made","Las Vegas, Nevada",United States,Married,3,"Bachelor of Arts/Science, Oregon State University; Master of Science, University of Missouri; Ph.D, University of Missouri",76,2,"$2.5B : April 2023
$3.1B : April 2024
",,,,
366,George Argyros & family,$3.1 B,86,California,"Real estate, investments",3,REAL ESTATE,2,Campbell Soup,"Paradise Valley, Arizona",United States,Married,2,"Bachelor of Arts/Science, University of Arizona",78,2,"$2.3B : March 2015
$3B : March 2016
$3.2B : March 2017
$2.7B : March 2018
$2.3B : March 2019
$3B : April 2020
$2.9B : April 2021
$2.8B : April 2022
$3.3B : April 2023
$3.1B : April 2024
",,,,
366,Ron Burkle,$3.1 B,70,,"Supermarkets, investments",1,FINANCE & INVESTMENTS,8,"Finance, Self Made","Fort Lauderdale, Florida",United States,,,"Master of Business Administration, University of Miami; Bachelor of Arts/Science, University of Panjab",56,1,"$2B : April 2023
$4.2B : April 2024
",,,,
366,Andrew Cherng,$3.1 B,76,Nevada,Fast food,2,FOOD & BEVERAGE,8,"Investments, Self Made","Sag Harbor, New York",United States,Married,2,"Bachelor of Science in Engineering, Universidad Iberoamericana",60,1,"$2.9B : April 2021
$3.8B : April 2022
$3.3B : April 2023
$3.2B : April 2024
",,,,
366,Peggy Cherng,$3.1 B,75,Nevada,Fast food,2,FOOD & BEVERAGE,5,"Walmart, logistics","Temple, Texas",United States,Married,2,"Bachelor of Arts/Science, Baylor University; Master of Business Administration, Broad College of Business",88,2,"$2.2B : March 2015
$1.9B : March 2016
$1.9B : March 2017
$2.4B : March 2018
$2.3B : March 2019
$2.7B : April 2020
$2.8B : April 2021
$2.9B : April 2022
$2.8B : April 2023
$3.2B : April 2024
",,,,
366,Bennett Dorrance,$3.1 B,77,Arizona,Campbell Soup,2,FOOD & BEVERAGE,9,"Entertainment, Self Made","Greenwich, Connecticut",United States,Married,2,"Bachelor of Arts/Science, East Carolina University",78,1,"$1.2B : March 2014
$1.3B : March 2017
$1.7B : March 2018
$3.2B : March 2019
$1.8B : April 2020
$2.1B : April 2021
$2.2B : April 2022
$2.7B : April 2023
$2.6B : April 2024
",,,,
366,Rajiv Jain,$3.1 B,55,Florida,Finance,1,FINANCE & INVESTMENTS,8,"Real estate, Self Made","Beverly Hills, California",United States,Married,,"Doctor of Jurisprudence, Pepperdine Caruso School of Law; Bachelor of Arts/Economics, University of Colorado at Boulder",74,1,"$3.2B : April 2023
$3.1B : April 2024
",,,,
366,Pablo Legorreta,$3.1 B,59,New York,Investments,1,FINANCE & INVESTMENTS,8,"Energy drinks, Self Made","Laguna Beach, California",United States,,,"Law Degree, University of Witwatersrand",74,,"$1.5B : March 2015
$1.4B : March 2016
$1.4B : March 2017
$2B : March 2018
$1.9B : March 2019
$2B : April 2020
$2.5B : April 2021
$2.4B : April 2022
$2.9B : April 2023
$3.4B : April 2024
",,,,
366,"Drayton McLane, Jr.",$3.1 B,87,Texas,"Walmart, logistics",2,FASHION & RETAIL,8,"Real estate, Self Made","New York, New York",United States,Married,4,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Columbia University",84,1,"$4B : March 2015
$4B : March 2016
$3.7B : March 2017
$3.9B : March 2018
$4B : March 2019
$4B : April 2020
$3.1B : April 2021
$3.6B : April 2022
$3.6B : April 2023
$3.1B : April 2024
",,,,
366,Vincent McMahon,$3.1 B,78,Connecticut,Entertainment,1,SPORTS,8,"Business software, Self Made","San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business",58,1,"$1.3B : March 2014
$1.3B : March 2015
$1.3B : March 2017
$1.6B : March 2018
$2.4B : March 2019
$1.7B : April 2020
$2.8B : April 2021
$2.7B : April 2022
$2.2B : April 2023
$3.1B : April 2024
",,,,
366,Geoffrey Palmer,$3.1 B,73,California,Real estate,1,REAL ESTATE,5,Real estate,"New York, New York",United States,Married,4,"Doctor of Jurisprudence, Brooklyn Law School; Bachelor of Arts/Science, Tufts University",72,1,"$2.8B : March 2017
$3.3B : March 2018
$3.4B : March 2019
$3.2B : April 2020
$3.5B : April 2021
$3.6B : April 2022
$3.7B : April 2023
$3B : April 2024
",,,,
366,Rodney Sacks & family,$3.1 B,73,California,Energy drinks,None,FOOD & BEVERAGE,5,Shopping centers,"Tampa, Florida",United States,Married,3,"Bachelor of Arts/Science, Notre Dame University",77,2,"$3.5B : March 2015
$3.3B : March 2016
$2.9B : March 2017
$2.7B : March 2018
$2.9B : March 2019
$1.6B : April 2020
$2.3B : April 2021
$2.7B : April 2022
$3B : April 2023
$3.3B : April 2024
",,,,
366,Jerry Speyer & family,$3.1 B,83,New York,Real estate,1,REAL ESTATE,10,"Hair products, tequila, Self Made","Austin, Texas",United States,Married,6,"Diploma, High School",80,2,"$2.8B : March 2015
$2.9B : March 2016
$3.1B : March 2017
$3.2B : March 2018
$2.5B : March 2019
$3.1B : April 2020
$2.7B : April 2021
$2.8B : April 2022
$2.9B : April 2023
$3B : April 2024
",,,,
379,Aneel Bhusri,$3 B,57,California,Business software,1,TECHNOLOGY,7,"Tires, diversified, Self Made","Hattiesburg, Mississippi",United States,Married,2,,63,1,"$1.2B : March 2019
$1.4B : April 2020
$1.4B : April 2021
$2B : April 2022
$2.3B : April 2023
$3B : April 2024
",,,,
379,Charles Cohen,$3 B,71,New York,Real estate,1,REAL ESTATE,7,"Tires, diversified, Self Made","Hattiesburg, Mississippi",United States,Divorced,2,"Bachelor of Arts/Science, University of Southern Mississippi",67,1,"$1.2B : March 2019
$1.4B : April 2020
$1.4B : April 2021
$2B : April 2022
$2.3B : April 2023
$3B : April 2024
",,,,
379,"Edward DeBartolo, Jr.",$3 B,76,Florida,Shopping centers,2,REAL ESTATE,6,"Investments, Self Made","New York, New York",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University",76,2,"$1.2B : March 2015
$1.1B : March 2016
$1.2B : March 2017
$1.4B : March 2018
$1.4B : March 2019
$1.6B : April 2020
$2B : April 2021
$2.8B : April 2022
$2.5B : April 2023
$3.2B : April 2024
",,,,
379,John Paul DeJoria,$3 B,79,Texas,"Hair products, tequila",2,FASHION & RETAIL,8,"Berkshire Hathaway, Self Made","Phoenix, Arizona",United States,Divorced,2,,86,2,"$1.4B : March 2015
$1.2B : March 2016
$1.6B : March 2017
$1.8B : March 2018
$1.9B : March 2019
$1.5B : April 2020
$2.3B : April 2021
$2.9B : April 2022
$2.6B : April 2023
$3.3B : April 2024
",,,,
379,James Duff,$3 B,62,Mississippi,"Tires, diversified",1,DIVERSIFIED,8,"Charlotte Hornets, endorsements, Self Made","Jupiter, Florida",United States,Married,5,"Bachelor of Arts/Science, University of North Carolina, Chapel Hill",61,1,"$1B : March 2015
$1.1B : March 2016
$1.3B : March 2017
$1.6B : March 2018
$1.8B : March 2019
$2.1B : April 2020
$1.6B : April 2021
$1.7B : April 2022
$2B : April 2023
$3.2B : April 2024
",,,,
379,Thomas Duff,$3 B,66,Mississippi,"Tires, diversified",1,DIVERSIFIED,9,"TV network, investments, Self Made","Beverly Hills, California",United States,Married,4,"Diploma, High School",79,3,"$3.5B : March 2015
$3.5B : March 2016
$3B : March 2017
$3.2B : March 2018
$2.8B : March 2019
$2.7B : April 2020
$3B : April 2021
$3.1B : April 2022
$2.9B : April 2023
$3B : April 2024
",,,,
379,J. Tomilson Hill,$3 B,75,New York,Investments,2,FINANCE & INVESTMENTS,8,"Pharmaceuticals, Self Made","Tarrytown, New York",United States,Married,3,"Bachelor of Arts/Science, Cornell University; Medical Doctor, University of Virginia; Ph.D, University of Virginia",72,1,"$1.3B : March 2015
$1.3B : March 2016
$1.4B : March 2017
$1.3B : March 2018
$1.8B : March 2019
$2.1B : April 2020
$1.8B : April 2021
$1.2B : April 2022
$2.6B : April 2023
$3.5B : April 2024
",,,,
379,Stewart Horejsi & family,$3 B,86,Arizona,Berkshire Hathaway,2,FINANCE & INVESTMENTS,8,"Hedge fund, Self Made","Larchmont, New York",United States,Married,,"Bachelor of Arts/Science, Yale University",49,,"$1.7B : March 2019
$1.7B : April 2020
$2.1B : April 2021
$2.2B : April 2022
$3.3B : April 2023
$3B : April 2024
",,,,
379,Michael Jordan,$3 B,60,Florida,"Charlotte Hornets, endorsements",1,SPORTS,9,"Movies, investments, Self Made","Pittsburgh, Pennsylvania",United States,Married,,"Bachelor of Arts/Science, Hamilton College",54,2,"$1.1B : March 2016
$1.1B : March 2017
$1.2B : March 2018
$1.2B : March 2019
$1.2B : April 2020
$1.2B : April 2021
$2.3B : April 2022
$2.7B : April 2023
$3B : April 2024
",,,,
379,Haim Saban,$3 B,78,California,"TV network, investments",3,MEDIA & ENTERTAINMENT,4,Furniture,"St. Petersburg, Florida",United States,Married,2,,60,2,"$1.1B : April 2020
$3.7B : April 2021
$3.4B : April 2022
$3.3B : April 2023
$3.2B : April 2024
",,,,
379,Leonard Schleifer,$3 B,71,New York,Pharmaceuticals,1,HEALTHCARE,6,"EBay, Self Made","Los Angeles, California",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Princeton University",67,2,"$2B : March 2015
$1.9B : March 2016
$2.3B : March 2017
$3.2B : March 2018
$3.4B : March 2019
$3.3B : April 2020
$5.8B : April 2021
$3.4B : April 2022
$2.8B : April 2023
$3.1B : April 2024
",,,,
379,Jeffrey Talpins,$3 B,48,New York,Hedge fund,None,FINANCE & INVESTMENTS,3,Chewing gum,"North Palm Beach, Florida",United States,Divorced,4,"Bachelor of Arts/Science, Duke University",60,,"$2.6B : March 2015
$2.5B : March 2016
$2.8B : March 2017
$2.8B : March 2018
$2.8B : March 2019
$3B : April 2020
$3.3B : April 2021
$3.5B : April 2022
$2.9B : April 2023
$3.2B : April 2024
",,,,
379,Thomas Tull,$3 B,53,Pennsylvania,"Movies, investments",2,MEDIA & ENTERTAINMENT,9,"Hearing aids, Self Made","Brownsville, Texas",United States,Married,3,"High School Graduate, High School",82,,"$1.2B : March 2015
$1B : March 2016
$1.4B : March 2017
$1.6B : March 2018
$2.5B : March 2019
$2.1B : April 2020
$2.2B : April 2021
$2.7B : April 2022
$3.3B : April 2023
$3.2B : April 2024
",,,,
379,Todd Wanek,$3 B,59,Florida,Furniture,2,MANUFACTURING,5,Insurance,"Ormond Beach, Florida",United States,Married,,"Bachelor of Arts/Science, University of Florida",87,2,"$1.1B : March 2018
$1.2B : March 2019
$1.6B : April 2020
$2B : April 2021
$2.6B : April 2022
$2.2B : April 2023
$3.3B : April 2024
",,,$73M,2%
379,Meg Whitman,$3 B,67,California,EBay,2,TECHNOLOGY,8,"Pipelines, Self Made","Dallas, Texas",United States,Married,3,"Master of Business Administration, LeTourneau University's School of Business",82,2,"$3.1B : March 2015
$1.7B : March 2016
$2.7B : March 2017
$2.7B : March 2018
$2.4B : March 2019
$1.7B : April 2020
$2.1B : April 2021
$2.3B : April 2022
$2.6B : April 2023
$3B : April 2024
",,,,
379,"William Wrigley, Jr.",$3 B,59,Florida,Chewing gum,None,FOOD & BEVERAGE,8,"Cryptocurrency, Self Made","San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, San Francisco State University; Master of Business Administration, Stanford Graduate School of Business",64,4,"$4.6B : March 2018
$1.9B : March 2019
$2.6B : April 2020
$3.4B : April 2021
$4.3B : April 2022
$2.2B : April 2023
$3.2B : April 2024
",,,,
395,Bill Austin,$2.9 B,81,Texas,Hearing aids,None,MANUFACTURING,8,"Investments, Self Made","Palm Beach, Florida",United States,Married,2,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Babson College",78,1,"$2.2B : March 2015
$2.4B : March 2016
$2.4B : March 2017
$2.5B : March 2018
$2.4B : March 2019
$2.4B : April 2020
$2.6B : April 2021
$2.7B : April 2022
$2.6B : April 2023
$2.9B : April 2024
",,,,
395,J. Hyatt Brown,$2.9 B,86,Florida,Insurance,2,FINANCE & INVESTMENTS,8,"Hedge funds, Self Made","New York, New York",United States,Married,,,47,1,"$2.5B : April 2021
$3.2B : April 2022
$2.9B : April 2023
$2.9B : April 2024
",,,,
395,Ray Davis,$2.9 B,81,Texas,Pipelines,2,ENERGY,,,,,,,,,,,,,,
395,Chris Larsen,$2.9 B,63,California,Cryptocurrency,4,FINANCE & INVESTMENTS,,,,,,,,,,,,,,
395,C. Dean Metropoulos,$2.9 B,77,Florida,Investments,1,FOOD & BEVERAGE,,,,,,,,,,,,,,
395,Daniel Sundheim,$2.9 B,46,New York,Hedge funds,1,FINANCE & INVESTMENTS,,,,,,,,,,,,,,
